,0,1,2
0,0.00018064438,0.21936196,0.78045744
1,0.0014438928,0.7042535,0.29430258
2,0.2991383,0.57390684,0.12695485
3,0.66073215,0.33909234,0.00017550915
4,0.00045827738,0.17781098,0.82173073
5,0.08933296,0.67388546,0.23678154
6,0.7267516,0.26606977,0.0071786013
7,0.0004189519,0.09942671,0.9001544
8,0.035280883,0.76830715,0.19641194
9,0.05360899,0.8237964,0.12259471
10,0.033510096,0.9628871,0.0036027604
11,0.0019053546,0.6384142,0.35968044
12,0.0097562075,0.6480073,0.34223652
13,0.00013275666,0.23516737,0.7646999
14,0.63681626,0.36132783,0.0018558884
15,0.30678207,0.63748294,0.05573498
16,0.016541304,0.8052641,0.17819455
17,0.005227798,0.51656854,0.47820362
18,0.02348089,0.9478574,0.02866164
19,0.07929799,0.88232315,0.03837889
20,0.01104418,0.8280944,0.16086133
21,0.00028621094,0.45856464,0.54114914
22,0.01200415,0.231517,0.7564789
23,0.00026500702,0.2812552,0.7184798
24,0.028861446,0.9689419,0.0021965979
25,0.0014211892,0.51040095,0.4881778
26,0.021821527,0.16823582,0.80994266
27,0.0034306832,0.62986535,0.36670396
28,0.015936447,0.95248276,0.031580806
29,0.0021796175,0.30897862,0.6888418
30,0.00018862366,0.07398016,0.92583126
31,0.17284073,0.70911515,0.118044116
32,0.17219879,0.6732549,0.1545463
33,0.02833652,0.7847226,0.18694077
34,0.012664941,0.6100536,0.37728146
35,0.0018107119,0.4582558,0.53993344
36,0.017339492,0.22546372,0.75719684
37,0.008182366,0.58145666,0.410361
38,0.14846918,0.69304764,0.15848319
39,0.041006282,0.75685275,0.2021409
40,0.06905477,0.8378245,0.09312074
41,0.00095331616,0.25879672,0.74024993
42,0.22236708,0.7142499,0.063383035
43,0.023534322,0.8658722,0.11059347
44,0.030145267,0.6078342,0.36202058
45,0.052266873,0.13149744,0.8162357
46,0.031925265,0.73329204,0.2347827
47,0.036056478,0.9312653,0.032678183
48,0.0047262507,0.29497033,0.70030344
49,0.0029117842,0.6167349,0.38035327
50,0.000107821026,0.79186183,0.20803036
51,0.0019959835,0.7569613,0.24104273
52,0.011324052,0.91404086,0.074635126
53,0.0032582008,0.9384379,0.058303937
54,0.12646176,0.7659069,0.10763132
55,0.02035378,0.285504,0.69414216
56,0.60231954,0.37222525,0.025455225
57,0.0039547654,0.8279392,0.16810605
58,0.00578955,0.43960842,0.554602
59,0.0012759375,0.4713728,0.52735126
60,0.16907471,0.79424024,0.036685072
61,0.00033573617,0.16533168,0.83433264
62,0.0023302152,0.32515353,0.6725163
63,0.0014500392,0.08545043,0.9130995
64,0.45065132,0.5101506,0.03919804
65,0.04199249,0.8811135,0.07689396
66,0.048821054,0.7776104,0.17356843
67,0.06360848,0.838342,0.098049544
68,0.5365777,0.44917968,0.01424267
69,0.0039264285,0.18395129,0.8121222
70,0.0008690802,0.38846084,0.6106701
71,0.8880529,0.11039845,0.0015486956
72,0.000717218,0.06354809,0.9357347
73,0.014379742,0.522547,0.46307325
74,0.020285217,0.76378506,0.21592973
75,0.056229286,0.8149207,0.12885006
76,0.048358023,0.70214415,0.2494978
77,0.16365215,0.71295005,0.123397775
78,0.004443404,0.75060827,0.24494834
79,0.07774362,0.8522727,0.06998373
80,0.00014073023,0.08909702,0.9107622
81,0.00023469298,0.38522667,0.61453867
82,0.7300464,0.23711185,0.032841757
83,0.23454832,0.6999535,0.06549811
84,0.0029897972,0.89609665,0.10091364
85,0.07718778,0.7606622,0.16215004
86,0.82279485,0.17689723,0.00030798858
87,0.005369886,0.64999646,0.34463364
88,0.011180927,0.4015532,0.5872659
89,0.22153647,0.6567712,0.121692345
90,0.7764828,0.22290324,0.0006139202
91,0.72902226,0.27070808,0.00026967254
92,0.088977054,0.8026101,0.10841279
93,0.008951314,0.849926,0.14112273
94,0.16298518,0.6753681,0.16164677
95,0.007877681,0.64076066,0.3513616
96,0.106573775,0.765886,0.12754022
97,0.008044793,0.12511615,0.86683905
98,0.0008538974,0.2001555,0.7989906
99,0.00040033335,0.5040035,0.49559614
100,0.11300985,0.6152122,0.2717779
101,0.4458703,0.5501767,0.0039530355
102,0.107200734,0.8625196,0.03027964
103,0.00502256,0.4546302,0.5403473
104,0.0002743172,0.47656322,0.5231625
105,0.0022101125,0.46475762,0.53303224
106,0.098593265,0.78489554,0.11651123
107,0.0015901383,0.30044445,0.69796544
108,0.034534115,0.7899531,0.17551276
109,0.0011528874,0.5752252,0.42362192
110,0.052285798,0.7178271,0.22988704
111,0.0023780093,0.5016315,0.49599048
112,0.011058255,0.53184235,0.45709935
113,0.05166609,0.6792591,0.26907483
114,0.06392154,0.74183494,0.19424345
115,0.009578723,0.5932256,0.39719564
116,0.028871471,0.93508047,0.036048084
117,0.03311625,0.7919616,0.1749221
118,0.060871564,0.777695,0.16143347
119,0.018720364,0.87634224,0.10493736
120,0.012591808,0.88441217,0.10299601
121,0.10952072,0.83754754,0.052931804
122,0.019076398,0.90458167,0.076341994
123,0.018623667,0.64854443,0.3328319
124,0.00534093,0.8335795,0.16107951
125,0.059055585,0.7385677,0.20237671
126,0.0007978072,0.14697303,0.85222924
127,0.02817508,0.82966125,0.14216363
128,0.020158635,0.79669404,0.18314737
129,0.08516519,0.8960507,0.018784115
130,0.6235634,0.31596798,0.060468595
131,0.0075576482,0.6431348,0.34930757
132,0.016301611,0.9329958,0.05070252
133,0.8504009,0.14423163,0.005367405
134,0.12840559,0.8057296,0.065864794
135,0.00018000524,0.021746464,0.97807354
136,0.0021205444,0.285345,0.7125344
137,0.0022930303,0.7069662,0.2907408
138,0.00096397504,0.39683932,0.6021967
139,8.944777e-05,0.038830627,0.9610799
140,0.0077858116,0.61475796,0.37745625
141,0.0015495218,0.4273933,0.57105726
142,0.013735171,0.61157227,0.3746925
143,0.2112767,0.7713831,0.017340118
144,0.00086940883,0.31784794,0.68128264
145,0.10671256,0.8554566,0.03783091
146,0.024348155,0.5575082,0.4181437
147,0.00026356877,0.63952374,0.3602127
148,0.000888516,0.4381895,0.56092197
149,0.120731115,0.8304976,0.048771303
150,0.0079083,0.7752115,0.21688017
151,0.13498537,0.49536207,0.3696525
152,0.013735171,0.61157227,0.3746925
153,0.028460838,0.7724028,0.19913639
154,0.21534838,0.6424932,0.14215851
155,0.025152238,0.7133745,0.26147327
156,0.19146371,0.41972345,0.3888129
157,0.049166102,0.6627212,0.28811264
158,0.057072405,0.8991387,0.04378894
159,0.46056452,0.43855923,0.100876234
160,0.39929795,0.37244284,0.22825919
161,0.0002033484,0.06442646,0.93537015
162,0.0005911157,0.25264198,0.74676687
163,0.0019564168,0.36965075,0.6283928
164,0.023361912,0.741645,0.23499312
165,0.26417866,0.67995566,0.055865705
166,0.00040366247,0.08605009,0.9135462
167,0.5394733,0.3696759,0.09085083
168,0.03696104,0.93576455,0.027274419
169,0.054885454,0.4897072,0.45540732
170,0.0018665533,0.68228465,0.31584883
171,0.0010035209,0.14008316,0.85891336
172,0.0032237992,0.6673472,0.3294291
173,0.0011335306,0.50104696,0.4978195
174,0.02640235,0.91365427,0.059943426
175,0.0011567884,0.023015581,0.9758277
176,5.6091107e-05,0.06706336,0.9328805
177,0.30868155,0.67191535,0.019403059
178,0.014230916,0.88089037,0.10487879
179,0.036903176,0.688566,0.27453077
